[DEBUG] 2025-05-01 18:09:09.582 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@61d600dd
[DEBUG] 2025-05-01 18:09:09.582 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@61d600dd
[DEBUG] 2025-05-01 18:09:09.583 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@418e6b
[DEBUG] 2025-05-01 18:09:09.583 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@418e6b
[DEBUG] 2025-05-01 18:09:09.584 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@557fc66b
[DEBUG] 2025-05-01 18:09:09.584 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@557fc66b
[DEBUG] 2025-05-01 18:09:09.584 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@340a9a98
[DEBUG] 2025-05-01 18:09:09.585 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@50dbd906
[DEBUG] 2025-05-01 18:09:09.585 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@5e7407ae
[DEBUG] 2025-05-01 18:09:09.585 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@5e7407ae
[DEBUG] 2025-05-01 18:09:09.586 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@284fc89e
[DEBUG] 2025-05-01 18:09:09.586 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@284fc89e
[DEBUG] 2025-05-01 18:09:09.587 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@2524efae
